App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02188,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02188,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02188,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02189,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02189,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02191,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02191,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02191,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02192,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02192,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02192,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02193,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02193,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03157,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03157,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03157,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03287,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03287,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03288,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03288,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03290,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03290,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03291,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03291,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03859,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03859,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06511,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06511,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06512,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06512,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06513,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06513,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06514,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06514,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06520,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06520,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Adventist Health System West,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Adventist Health System West,Adventist Health System West
