App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02063,Demolish building,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02063,Demolish building,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,Completed,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02066,"No GAC services, convert to OSHPD 1R",None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02066,"No GAC services, convert to OSHPD 1R",None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02066,"No GAC services, convert to OSHPD 1R",None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02068,Demolish building,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02068,Demolish building,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,Completed,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02069,Demolish building,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02069,Demolish building,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,Completed,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02070,"No GAC services, convert to OSHPD 1R",None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02070,"No GAC services, convert to OSHPD 1R",None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02071,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02071,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02071,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02072,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02072,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02072,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02073,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02073,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02073,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02074,Demolish building,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-02074,Demolish building,None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Rady Children's Hospital San Diego,Non-profit Corporation (incl. Church-related),,Completed,Non-profit Corporation (incl. Church-related),Rady Children's Hospital San Diego,Rady Children's Hospital San Diego
