App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01381,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01381,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01382,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01382,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01383,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01383,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03344,2030 Compliant Building,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-03344,2030 Compliant Building,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,Completed,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-05783,2030 Compliant Building,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-05783,2030 Compliant Building,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,Doctors Hospital of Riverside LLC LP,Private (Investor - Limited Liability Company),,Completed,Private (Investor - Limited Liability Company),Doctors Hospital of Riverside LLC LP,Doctors Hospital of Riverside LLC LP
