App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02019,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02019,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02020,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02020,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02021,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02021,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02022,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02022,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02023,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02023,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,Emanate Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Emanate Health,Emanate Health
