App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01833,SPC and NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,In Progress,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01833,SPC and NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01834,"No GAC services, convert to OSHPD 1R",None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01834,"No GAC services, convert to OSHPD 1R",None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,In Progress,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01834,"No GAC services, convert to OSHPD 1R",None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01836,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01836,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,In Progress,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01836,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01837,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01837,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,In Progress,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01837,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01838,SPC and NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,Completed,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01838,SPC and NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,In Progress,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01838,SPC and NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01839,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01839,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,In Progress,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-01839,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,San Antonio Regional Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),San Antonio Regional Hospital,San Antonio Regional Hospital
