App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00765,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00765,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00765,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00766,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00766,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00766,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00767,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00767,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00767,SPC and NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00768,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00768,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00768,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00768,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00769,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00769,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00769,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00769,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00770,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00770,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00770,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00770,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00771,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00771,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00771,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00771,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00772,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00772,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00772,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00772,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00773,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00773,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00773,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00773,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02892,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02892,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02892,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02892,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02893,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02893,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02893,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02893,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-05909,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-05909,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-05909,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-05909,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06240,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06240,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Completed,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06240,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,In Progress,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-06240,NPC Retrofit,None,District,,Property Owner,,,District,Yes,IVHD/Pioneers Memorial Hospital,District,,Not Started,District,IVHD/Pioneers Memorial Hospital,IVHD/Pioneers Memorial Hospital
