App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01993,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,Completed,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01993,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01993,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01994,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01994,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,Completed,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01994,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01994,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01995,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01995,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,Completed,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01995,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,PIH Health Good Samaritan Hospital,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),PIH Health Good Samaritan Hospital,PIH Health Good Samaritan Hospital
