App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01816,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01816,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01817,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01817,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01817,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01818,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01818,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01818,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01819,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01819,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01819,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01820,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Completed,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01820,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,In Progress,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-01820,SPC and NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-03363,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-03363,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-05639,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-05639,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06229,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06229,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06259,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06259,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06260,NPC Retrofit,None,Non-profit Corporation (incl. Church-related),,Managing Organization/Licensee,,,Non-profit Corporation (incl. Church-related),Yes,CommonSpirit Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),CommonSpirit Health,CommonSpirit Health
