App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02387,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02387,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02388,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02388,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02389,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02389,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02390,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02390,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02916,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02916,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02917,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02917,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Property Owner,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC","PRIME HEALTHCARE FOUNDATION -  HUNTINGTON BEACH, LLC"
