App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00675,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00675,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00675,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00676,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00676,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00676,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00677,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00677,SPC and NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,Not Started,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-07165,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-07165,NPC Retrofit,None,Private (Investor - Limited Liability Company),,Managing Organization/Licensee,,,Private (Investor - Limited Liability Company),Yes,"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC",Private (Investor - Limited Liability Company),,In Progress,Private (Investor - Limited Liability Company),"PRIME HEALTHCARE FOUNDATION - ENCINO, LLC","PRIME HEALTHCARE FOUNDATION - ENCINO, LLC"
