App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05294,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05294,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,In Progress,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05294,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05295,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05295,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05296,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05296,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05297,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05297,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05298,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
Compliance Plan has been Finalized.,Approved - Noncompliance Noted,Compliance Plan has been Finalized., ,BLD-05298,NPC Retrofit,None,Private (Investor – Corporation),,Property Owner,,,Private (Investor – Corporation),Yes,Barstow Community Hospital,Private (Investor – Corporation),,Not Started,Private (Investor – Corporation),Barstow Community Hospital,Barstow Community Hospital
