App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00337,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00337,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,In Progress,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00337,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00338,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00338,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,In Progress,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00338,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00339,Demolish building,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00339,Demolish building,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,In Progress,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-00339,Demolish building,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-03620,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-03620,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,In Progress,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-03620,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-03621,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-03621,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-05912,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-05912,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06033,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06033,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06034,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06034,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06035,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06035,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06686,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,,County,Los Angeles County,Los Angeles County
Compliance Plan has been Finalized.,Approved,Compliance Plan has been Finalized., ,BLD-06686,NPC Retrofit,None,County,,Property Owner,,,County,Yes,Los Angeles County,County,,Not Started,County,Los Angeles County,Los Angeles County
