App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00811,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),Missed Milestone(s),,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00811,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),Missed Milestone(s),In Progress,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00811,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),Missed Milestone(s),Not Started,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00812,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),,,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00812,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),,In Progress,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00812,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),,Not Started,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00813,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),Missed Milestone(s),,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00813,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),Missed Milestone(s),In Progress,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00813,SPC and NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),Missed Milestone(s),Not Started,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00814,NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),,,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00814,NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),,In Progress,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00814,NPC Retrofit,None,Private (Investor – Partnership),Global Property Management,Managing Organization/Licensee,,Good Samaritan Hospital LP,Private (Investor – Partnership),No,Global Property Management,Private (Investor – Partnership),,Not Started,Private (Investor – Partnership),Good Samaritan Hospital LP,Good Samaritan Hospital LP
